"School","Subject","StudentID","Gender","Country","Score"
"Woburn Regional High School","English",29,"Male","USA",66
"Beijing No 4 Middle School","Math",29,"Male","China",70
"Hangzhou Xuejun Middle School","Math",29,"Male","China",66
"Jingling High School","Math",29,"Male","China",91
"Shanghai High School","Math",29,"Male","China",83
"Shenzhen International Exchange School","Math",29,"Male","China",74
"Andover Regional High School","Math",29,"Male","USA",100
"Newton South High School","Math",29,"Male","USA",64
"Phillips Academy","Math",29,"Male","USA",63
"Action Boxborough Regional High School","Math",29,"Male","USA",45
"Woburn Regional High School","Math",29,"Male","USA",30
"Beijing No 4 Middle School","Physical Education",29,"Male","China",89
"Hangzhou Xuejun Middle School","Physical Education",29,"Male","China",51
"Jingling High School","Physical Education",29,"Male","China",68
"Shanghai High School","Physical Education",29,"Male","China",55
"Shenzhen International Exchange School","Physical Education",29,"Male","China",67
"Andover Regional High School","Physical Education",29,"Male","USA",54
"Newton South High School","Physical Education",29,"Male","USA",56
"Phillips Academy","Physical Education",29,"Male","USA",55
"Action Boxborough Regional High School","Physical Education",29,"Male","USA",50
"Woburn Regional High School","Physical Education",29,"Male","USA",31
"Beijing No 4 Middle School","Science",29,"Male","China",83
"Hangzhou Xuejun Middle School","Science",29,"Male","China",45
"Jingling High School","Science",29,"Male","China",82
"Shanghai High School","Science",29,"Male","China",51
"Shenzhen International Exchange School","Science",29,"Male","China",61
"Andover Regional High School","Science",29,"Male","USA",66
"Newton South High School","Science",29,"Male","USA",48
"Phillips Academy","Science",29,"Male","USA",38
"Action Boxborough Regional High School","Science",29,"Male","USA",81
"Woburn Regional High School","Science",29,"Male","USA",43
"Beijing No 4 Middle School","History",29,"Male","China",69
"Hangzhou Xuejun Middle School","History",29,"Male","China",69
"Jingling High School","History",29,"Male","China",64
"Shanghai High School","History",29,"Male","China",73
"Shenzhen International Exchange School","History",29,"Male","China",76
"Andover Regional High School","History",29,"Male","USA",63
"Newton South High School","History",29,"Male","USA",45
"Phillips Academy","History",29,"Male","USA",43
"Action Boxborough Regional High School","History",29,"Male","USA",63
"Woburn Regional High School","History",29,"Male","USA",82
"Beijing No 4 Middle School","English",30,"Male","China",69
"Hangzhou Xuejun Middle School","English",30,"Male","China",69
"Jingling High School","English",30,"Male","China",65
"Shanghai High School","English",30,"Male","China",69
"Shenzhen International Exchange School","English",30,"Male","China",71
"Andover Regional High School","English",30,"Male","USA",56
"Newton South High School","English",30,"Male","USA",39
"Phillips Academy","English",30,"Male","USA",48
"Action Boxborough Regional High School","English",30,"Male","USA",41
"Woburn Regional High School","English",30,"Male","USA",65
"Beijing No 4 Middle School","Math",30,"Male","China",87
"Hangzhou Xuejun Middle School","Math",30,"Male","China",98
"Jingling High School","Math",30,"Male","China",50
"Shanghai High School","Math",30,"Male","China",84
"Shenzhen International Exchange School","Math",30,"Male","China",87
"Andover Regional High School","Math",30,"Male","USA",44
"Newton South High School","Math",30,"Male","USA",61
"Phillips Academy","Math",30,"Male","USA",40
"Action Boxborough Regional High School","Math",30,"Male","USA",63
"Woburn Regional High School","Math",30,"Male","USA",100
"Beijing No 4 Middle School","Physical Education",30,"Male","China",62
"Hangzhou Xuejun Middle School","Physical Education",30,"Male","China",72
"Jingling High School","Physical Education",30,"Male","China",56
"Shanghai High School","Physical Education",30,"Male","China",82
"Shenzhen International Exchange School","Physical Education",30,"Male","China",82
"Andover Regional High School","Physical Education",30,"Male","USA",92
"Newton South High School","Physical Education",30,"Male","USA",40
"Phillips Academy","Physical Education",30,"Male","USA",89
"Action Boxborough Regional High School","Physical Education",30,"Male","USA",73
"Woburn Regional High School","Physical Education",30,"Male","USA",85
"Beijing No 4 Middle School","Science",30,"Male","China",93
"Hangzhou Xuejun Middle School","Science",30,"Male","China",72
"Jingling High School","Science",30,"Male","China",78
"Shanghai High School","Science",30,"Male","China",65
"Shenzhen International Exchange School","Science",30,"Male","China",83
"Andover Regional High School","Science",30,"Male","USA",42
"Newton South High School","Science",30,"Male","USA",63
"Phillips Academy","Science",30,"Male","USA",61
"Action Boxborough Regional High School","Science",30,"Male","USA",82
"Woburn Regional High School","Science",30,"Male","USA",83
"Beijing No 4 Middle School","History",30,"Male","China",60
"Hangzhou Xuejun Middle School","History",30,"Male","China",63
"Jingling High School","History",30,"Male","China",82
"Shanghai High School","History",30,"Male","China",63
"Shenzhen International Exchange School","History",30,"Male","China",69
"Andover Regional High School","History",30,"Male","USA",58
"Newton South High School","History",30,"Male","USA",45
"Phillips Academy","History",30,"Male","USA",83
"Action Boxborough Regional High School","History",30,"Male","USA",47
"Woburn Regional High School","History",30,"Male","USA",82
"Beijing No 4 Middle School","English",31,"Male","China",82
"Hangzhou Xuejun Middle School","English",31,"Male","China",58
"Jingling High School","English",31,"Male","China",75
"Shanghai High School","English",31,"Male","China",65
"Shenzhen International Exchange School","English",31,"Male","China",93
"Andover Regional High School","English",31,"Male","USA",24
"Newton South High School","English",31,"Male","USA",69
"Phillips Academy","English",31,"Male","USA",41
"Action Boxborough Regional High School","English",31,"Male","USA",66
"Woburn Regional High School","English",31,"Male","USA",82
"Beijing No 4 Middle School","Math",31,"Male","China",88
"Hangzhou Xuejun Middle School","Math",31,"Male","China",66
"Jingling High School","Math",31,"Male","China",67
"Shanghai High School","Math",31,"Male","China",66
"Shenzhen International Exchange School","Math",31,"Male","China",72
"Andover Regional High School","Math",31,"Male","USA",46
"Newton South High School","Math",31,"Male","USA",77
"Phillips Academy","Math",31,"Male","USA",63
"Action Boxborough Regional High School","Math",31,"Male","USA",82
"Woburn Regional High School","Math",31,"Male","USA",44
"Beijing No 4 Middle School","Physical Education",31,"Male","China",54
"Hangzhou Xuejun Middle School","Physical Education",31,"Male","China",75
"Jingling High School","Physical Education",31,"Male","China",82
"Shanghai High School","Physical Education",31,"Male","China",78
"Shenzhen International Exchange School","Physical Education",31,"Male","China",65
"Andover Regional High School","Physical Education",31,"Male","USA",81
"Newton South High School","Physical Education",31,"Male","USA",69
"Phillips Academy","Physical Education",31,"Male","USA",69
"Action Boxborough Regional High School","Physical Education",31,"Male","USA",60
"Woburn Regional High School","Physical Education",31,"Male","USA",67
"Beijing No 4 Middle School","Science",31,"Male","China",60
"Hangzhou Xuejun Middle School","Science",31,"Male","China",63
"Jingling High School","Science",31,"Male","China",76
"Shanghai High School","Science",31,"Male","China",64
"Shenzhen International Exchange School","Science",31,"Male","China",60
"Andover Regional High School","Science",31,"Male","USA",75
"Newton South High School","Science",31,"Male","USA",91
"Phillips Academy","Science",31,"Male","USA",45
"Action Boxborough Regional High School","Science",31,"Male","USA",74
"Woburn Regional High School","Science",31,"Male","USA",46
"Beijing No 4 Middle School","History",31,"Male","China",67
"Hangzhou Xuejun Middle School","History",31,"Male","China",71
"Jingling High School","History",31,"Male","China",89
"Shanghai High School","History",31,"Male","China",82
"Shenzhen International Exchange School","History",31,"Male","China",54
"Andover Regional High School","History",31,"Male","USA",59
"Newton South High School","History",31,"Male","USA",42
"Phillips Academy","History",31,"Male","USA",38
"Action Boxborough Regional High School","History",31,"Male","USA",65
"Woburn Regional High School","History",31,"Male","USA",100
"Beijing No 4 Middle School","English",32,"Male","China",45
"Hangzhou Xuejun Middle School","English",32,"Male","China",66
"Jingling High School","English",32,"Male","China",49
"Shanghai High School","English",32,"Male","China",61
"Shenzhen International Exchange School","English",32,"Male","China",59
"Andover Regional High School","English",32,"Male","USA",77
"Newton South High School","English",32,"Male","USA",51
"Phillips Academy","English",32,"Male","USA",60
"Action Boxborough Regional High School","English",32,"Male","USA",49
"Woburn Regional High School","English",32,"Male","USA",67
"Beijing No 4 Middle School","Math",32,"Male","China",69
"Hangzhou Xuejun Middle School","Math",32,"Male","China",85
"Jingling High School","Math",32,"Male","China",67
"Shanghai High School","Math",32,"Male","China",79
"Shenzhen International Exchange School","Math",32,"Male","China",56
"Andover Regional High School","Math",32,"Male","USA",73
"Newton South High School","Math",32,"Male","USA",63
"Phillips Academy","Math",32,"Male","USA",44
"Action Boxborough Regional High School","Math",32,"Male","USA",48
"Woburn Regional High School","Math",32,"Male","USA",58
"Beijing No 4 Middle School","Physical Education",32,"Male","China",66
"Hangzhou Xuejun Middle School","Physical Education",32,"Male","China",72
"Jingling High School","Physical Education",32,"Male","China",68
"Shanghai High School","Physical Education",32,"Male","China",75
"Shenzhen International Exchange School","Physical Education",32,"Male","China",62
"Andover Regional High School","Physical Education",32,"Male","USA",31
"Newton South High School","Physical Education",32,"Male","USA",64
"Phillips Academy","Physical Education",32,"Male","USA",47
"Action Boxborough Regional High School","Physical Education",32,"Male","USA",2
"Woburn Regional High School","Physical Education",32,"Male","USA",80
"Beijing No 4 Middle School","Science",32,"Male","China",66
"Hangzhou Xuejun Middle School","Science",32,"Male","China",62
"Jingling High School","Science",32,"Male","China",54
"Shanghai High School","Science",32,"Male","China",67
"Shenzhen International Exchange School","Science",32,"Male","China",59
"Andover Regional High School","Science",32,"Male","USA",78
"Newton South High School","Science",32,"Male","USA",66
